Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat międzychodzki,2019.0,31.0,29.0,7.0
powiat międzychodzki,2020.0,21.0,22.0,5.0
powiat międzychodzki,2021.0,20.0,18.0,3.0
powiat międzychodzki,2022.0,11.0,13.0,3.0
powiat kluczborski,2011.0,45.0,43.0,13.0
powiat kluczborski,2012.0,37.0,34.0,5.0
powiat kluczborski,2013.0,23.0,29.0,7.0
powiat kluczborski,2014.0,37.0,38.0,6.0
powiat kluczborski,2015.0,32.0,34.0,8.0
powiat kluczborski,2016.0,36.0,37.0,9.0
powiat kluczborski,2017.0,45.0,40.0,6.0
powiat kluczborski,2018.0,38.0,41.0,8.0
powiat kluczborski,2019.0,31.0,32.0,6.0
powiat kluczborski,2020.0,19.0,22.0,4.0
powiat kluczborski,2021.0,39.0,36.0,4.0
powiat kluczborski,2022.0,24.0,21.0,5.0
powiat jędrzejowski,2011.0,74.0,66.0,18.0
powiat jędrzejowski,2012.0,87.0,72.0,23.0
powiat jędrzejowski,2013.0,111.0,81.0,14.0
powiat jędrzejowski,2014.0,131.0,106.0,10.0
powiat jędrzejowski,2015.0,157.0,123.0,6.0
powiat jędrzejowski,2016.0,124.0,91.0,6.0
powiat jędrzejowski,2017.0,138.0,101.0,6.0
powiat jędrzejowski,2018.0,137.0,113.0,10.0
powiat jędrzejowski,2019.0,146.0,115.0,7.0
powiat jędrzejowski,2020.0,124.0,106.0,9.0
powiat jędrzejowski,2021.0,122.0,113.0,4.0
powiat jędrzejowski,2022.0,87.0,73.0,5.0
powiat gostyński,2011.0,34.0,30.0,8.0
powiat gostyński,2012.0,31.0,29.0,6.0
powiat gostyński,2013.0,35.0,28.0,6.0
powiat gostyński,2014.0,29.0,31.0,5.0
powiat gostyński,2015.0,45.0,43.0,5.0
powiat gostyński,2016.0,45.0,47.0,5.0
powiat gostyński,2017.0,49.0,45.0,3.0
powiat gostyński,2018.0,47.0,43.0,3.0
powiat gostyński,2019.0,56.0,48.0,4.0
powiat gostyński,2020.0,32.0,31.0,4.0
powiat gostyński,2021.0,30.0,28.0,2.0
powiat gostyński,2022.0,15.0,17.0,2.0
powiat kazimierski,2011.0,42.0,30.0,3.0
powiat kazimierski,2012.0,36.0,27.0,2.0
powiat kazimierski,2013.0,42.0,30.0,2.0
powiat kazimierski,2014.0,25.0,16.0,2.0
powiat kazimierski,2015.0,34.0,24.0,2.0
powiat kazimierski,2016.0,32.0,26.0,2.0
powiat kazimierski,2017.0,34.0,23.0,3.0
powiat kazimierski,2018.0,33.0,24.0,3.0
powiat kazimierski,2019.0,32.0,25.0,3.0
powiat kazimierski,2020.0,28.0,27.0,3.0
powiat kazimierski,2021.0,39.0,30.0,2.0
powiat kazimierski,2022.0,14.0,15.0,4.0
powiat kaliski,2011.0,66.0,57.0,10.0
powiat kaliski,2012.0,70.0,46.0,10.0
powiat kaliski,2013.0,60.0,51.0,9.0
powiat kaliski,2014.0,72.0,53.0,9.0
powiat kaliski,2015.0,66.0,63.0,15.0
powiat kaliski,2016.0,66.0,54.0,12.0
powiat kaliski,2017.0,76.0,65.0,12.0
powiat kaliski,2018.0,81.0,64.0,10.0
powiat kaliski,2019.0,165.0,127.0,6.0
powiat kaliski,2020.0,74.0,53.0,2.0
powiat kaliski,2021.0,70.0,67.0,10.0
powiat kaliski,2022.0,60.0,49.0,7.0
powiat siemiatycki,2011.0,40.0,39.0,6.0
powiat siemiatycki,2012.0,38.0,29.0,5.0
powiat siemiatycki,2013.0,43.0,39.0,8.0
powiat siemiatycki,2014.0,27.0,27.0,9.0
powiat siemiatycki,2015.0,62.0,46.0,8.0
powiat siemiatycki,2016.0,42.0,30.0,4.0
powiat siemiatycki,2017.0,38.0,28.0,7.0
powiat siemiatycki,2018.0,55.0,36.0,4.0
powiat siemiatycki,2019.0,33.0,25.0,3.0
powiat siemiatycki,2020.0,25.0,25.0,4.0
powiat siemiatycki,2021.0,25.0,20.0,3.0
powiat siemiatycki,2022.0,14.0,12.0,0.0
powiat gdański,2011.0,285.0,230.0,19.0
powiat gdański,2012.0,236.0,171.0,12.0
powiat gdański,2013.0,232.0,183.0,9.0
powiat gdański,2014.0,268.0,200.0,11.0
powiat gdański,2015.0,225.0,175.0,9.0
powiat gdański,2016.0,268.0,209.0,6.0
powiat gdański,2017.0,245.0,186.0,6.0
powiat gdański,2018.0,262.0,194.0,8.0
powiat gdański,2019.0,193.0,158.0,8.0
powiat gdański,2020.0,178.0,146.0,13.0
powiat gdański,2021.0,182.0,142.0,5.0
powiat gdański,2022.0,164.0,121.0,4.0
powiat szczycieński,2011.0,120.0,102.0,10.0
powiat szczycieński,2012.0,116.0,90.0,10.0
powiat szczycieński,2013.0,109.0,89.0,8.0
powiat szczycieński,2014.0,109.0,83.0,5.0
powiat szczycieński,2015.0,93.0,80.0,9.0
powiat szczycieński,2016.0,93.0,82.0,9.0
powiat szczycieński,2017.0,99.0,83.0,6.0
powiat szczycieński,2018.0,71.0,60.0,6.0
powiat szczycieński,2019.0,45.0,44.0,6.0
powiat szczycieński,2020.0,59.0,50.0,9.0
powiat szczycieński,2021.0,48.0,41.0,7.0
powiat szczycieński,2022.0,40.0,32.0,4.0
powiat łobeski,2011.0,26.0,22.0,2.0
powiat łobeski,2012.0,27.0,21.0,5.0
powiat łobeski,2013.0,29.0,22.0,2.0
powiat łobeski,2014.0,28.0,25.0,1.0
powiat łobeski,2015.0,35.0,28.0,2.0
powiat łobeski,2016.0,26.0,22.0,3.0
powiat łobeski,2017.0,16.0,16.0,2.0
powiat łobeski,2018.0,23.0,23.0,5.0
powiat łobeski,2019.0,27.0,23.0,5.0
powiat łobeski,2020.0,20.0,21.0,5.0
powiat łobeski,2021.0,22.0,18.0,3.0
powiat łobeski,2022.0,21.0,25.0,7.0
powiat gryficki,2011.0,62.0,42.0,5.0
powiat gryficki,2012.0,41.0,28.0,4.0
powiat gryficki,2013.0,41.0,35.0,14.0
powiat gryficki,2014.0,27.0,30.0,10.0
powiat gryficki,2015.0,32.0,25.0,5.0
powiat gryficki,2016.0,69.0,42.0,13.0
powiat gryficki,2017.0,36.0,34.0,7.0
powiat gryficki,2018.0,42.0,32.0,7.0
powiat gryficki,2019.0,43.0,34.0,3.0
powiat gryficki,2020.0,38.0,25.0,6.0
powiat gryficki,2021.0,27.0,15.0,4.0
powiat gryficki,2022.0,16.0,15.0,2.0
powiat myszkowski,2011.0,163.0,135.0,8.0
powiat myszkowski,2012.0,127.0,101.0,16.0
powiat myszkowski,2013.0,151.0,118.0,5.0
powiat myszkowski,2014.0,153.0,115.0,7.0
powiat myszkowski,2015.0,146.0,108.0,7.0
powiat myszkowski,2016.0,84.0,78.0,11.0
powiat myszkowski,2017.0,111.0,88.0,10.0
powiat myszkowski,2018.0,106.0,88.0,8.0
powiat myszkowski,2019.0,90.0,74.0,8.0
powiat myszkowski,2020.0,62.0,52.0,3.0
powiat myszkowski,2021.0,71.0,58.0,8.0
powiat myszkowski,2022.0,63.0,52.0,3.0
powiat oleśnicki,2011.0,123.0,97.0,16.0
powiat oleśnicki,2012.0,123.0,86.0,9.0
powiat oleśnicki,2013.0,91.0,67.0,10.0
powiat oleśnicki,2014.0,52.0,50.0,15.0
powiat oleśnicki,2015.0,65.0,62.0,16.0
powiat oleśnicki,2016.0,54.0,50.0,10.0
powiat oleśnicki,2017.0,60.0,48.0,7.0
powiat oleśnicki,2018.0,46.0,36.0,3.0
powiat oleśnicki,2019.0,45.0,45.0,8.0
powiat oleśnicki,2020.0,32.0,39.0,10.0
powiat oleśnicki,2021.0,36.0,37.0,11.0
powiat oleśnicki,2022.0,31.0,25.0,3.0
powiat strzeliński,2011.0,56.0,40.0,8.0
powiat strzeliński,2012.0,72.0,51.0,4.0
powiat strzeliński,2013.0,54.0,39.0,4.0
powiat strzeliński,2014.0,49.0,37.0,6.0
powiat strzeliński,2015.0,56.0,38.0,4.0
powiat strzeliński,2016.0,39.0,34.0,2.0
powiat strzeliński,2017.0,54.0,37.0,4.0
powiat strzeliński,2018.0,51.0,40.0,3.0
powiat strzeliński,2019.0,41.0,35.0,5.0
powiat strzeliński,2020.0,34.0,29.0,5.0
powiat strzeliński,2021.0,42.0,32.0,7.0
powiat strzeliński,2022.0,40.0,28.0,3.0
powiat wąbrzeski,2011.0,30.0,25.0,3.0
powiat wąbrzeski,2012.0,28.0,20.0,3.0
powiat wąbrzeski,2013.0,17.0,19.0,6.0
powiat wąbrzeski,2014.0,13.0,15.0,2.0
powiat wąbrzeski,2015.0,18.0,21.0,5.0
powiat wąbrzeski,2016.0,12.0,14.0,2.0
powiat wąbrzeski,2017.0,10.0,11.0,2.0
powiat wąbrzeski,2018.0,15.0,14.0,2.0
powiat wąbrzeski,2019.0,10.0,10.0,0.0
powiat wąbrzeski,2020.0,16.0,16.0,1.0
powiat wąbrzeski,2021.0,12.0,14.0,3.0
powiat wąbrzeski,2022.0,21.0,20.0,1.0
powiat kętrzyński,2011.0,57.0,48.0,5.0
powiat kętrzyński,2012.0,40.0,38.0,4.0
powiat kętrzyński,2013.0,38.0,37.0,5.0
powiat kętrzyński,2014.0,33.0,37.0,9.0
powiat kętrzyński,2015.0,35.0,33.0,7.0
powiat kętrzyński,2016.0,49.0,44.0,4.0
powiat kętrzyński,2017.0,37.0,37.0,5.0
powiat kętrzyński,2018.0,27.0,29.0,6.0
powiat kętrzyński,2019.0,60.0,32.0,6.0
powiat kętrzyński,2020.0,56.0,45.0,9.0
powiat kętrzyński,2021.0,46.0,41.0,8.0
powiat kętrzyński,2022.0,35.0,30.0,7.0
powiat białostocki,2011.0,164.0,117.0,24.0
powiat białostocki,2012.0,158.0,98.0,14.0
powiat białostocki,2013.0,135.0,105.0,18.0
powiat białostocki,2014.0,130.0,95.0,20.0
powiat białostocki,2015.0,144.0,113.0,21.0
powiat białostocki,2016.0,171.0,103.0,16.0
powiat białostocki,2017.0,137.0,101.0,17.0
powiat białostocki,2018.0,109.0,92.0,16.0
powiat białostocki,2019.0,73.0,74.0,24.0
powiat białostocki,2020.0,58.0,53.0,15.0
powiat białostocki,2021.0,67.0,47.0,17.0
powiat białostocki,2022.0,38.0,38.0,10.0
powiat augustowski,2011.0,49.0,46.0,7.0
powiat augustowski,2012.0,67.0,55.0,10.0
powiat augustowski,2013.0,57.0,58.0,18.0
powiat augustowski,2014.0,40.0,40.0,8.0
powiat augustowski,2015.0,34.0,34.0,18.0
powiat augustowski,2016.0,47.0,42.0,17.0
powiat augustowski,2017.0,33.0,29.0,5.0
powiat augustowski,2018.0,29.0,25.0,6.0
powiat augustowski,2019.0,30.0,34.0,6.0
powiat augustowski,2020.0,26.0,28.0,8.0
powiat augustowski,2021.0,19.0,21.0,5.0
powiat augustowski,2022.0,9.0,14.0,10.0
powiat wałbrzyski,2011.0,294.0,231.0,5.0
powiat wałbrzyski,2012.0,303.0,236.0,8.0
powiat wałbrzyski,2013.0,108.0,79.0,2.0
powiat wałbrzyski,2014.0,104.0,76.0,5.0
powiat wałbrzyski,2015.0,117.0,77.0,5.0
powiat wałbrzyski,2016.0,91.0,68.0,2.0
powiat wałbrzyski,2017.0,110.0,79.0,1.0
powiat wałbrzyski,2018.0,71.0,56.0,1.0
powiat wałbrzyski,2019.0,55.0,36.0,3.0
powiat wałbrzyski,2020.0,44.0,35.0,1.0
powiat wałbrzyski,2021.0,45.0,35.0,5.0
powiat wałbrzyski,2022.0,39.0,28.0,1.0
powiat kłodzki,2011.0,131.0,110.0,17.0
powiat kłodzki,2012.0,193.0,145.0,9.0
powiat kłodzki,2013.0,237.0,163.0,17.0
powiat kłodzki,2014.0,179.0,144.0,17.0
powiat kłodzki,2015.0,160.0,125.0,10.0
powiat kłodzki,2016.0,177.0,147.0,23.0
powiat kłodzki,2017.0,157.0,115.0,13.0
powiat kłodzki,2018.0,227.0,145.0,18.0
powiat kłodzki,2019.0,145.0,110.0,11.0
powiat kłodzki,2020.0,120.0,96.0,14.0
powiat kłodzki,2021.0,127.0,104.0,14.0
powiat kłodzki,2022.0,146.0,100.0,11.0
powiat Tychy,2011.0,165.0,163.0,13.0
powiat Tychy,2012.0,172.0,135.0,4.0
powiat Tychy,2013.0,118.0,115.0,10.0
powiat Tychy,2014.0,75.0,79.0,8.0
powiat Tychy,2015.0,53.0,51.0,2.0
powiat Tychy,2016.0,42.0,42.0,1.0
powiat Tychy,2017.0,46.0,49.0,9.0
powiat Tychy,2018.0,45.0,46.0,6.0
powiat Tychy,2019.0,44.0,44.0,6.0
powiat Tychy,2020.0,50.0,51.0,4.0
powiat Tychy,2021.0,38.0,34.0,2.0
powiat Tychy,2022.0,40.0,39.0,1.0
powiat Rybnik,2011.0,100.0,86.0,8.0
powiat Rybnik,2012.0,108.0,86.0,3.0
powiat Rybnik,2013.0,75.0,71.0,7.0
powiat Rybnik,2014.0,82.0,74.0,4.0
powiat Rybnik,2015.0,65.0,67.0,11.0
powiat Rybnik,2016.0,62.0,55.0,6.0
powiat Rybnik,2017.0,71.0,62.0,3.0
powiat Rybnik,2018.0,59.0,54.0,1.0
powiat Rybnik,2019.0,64.0,60.0,7.0
powiat Rybnik,2020.0,58.0,57.0,6.0
powiat Rybnik,2021.0,69.0,60.0,0.0
powiat Rybnik,2022.0,67.0,57.0,2.0
powiat sokołowski,2011.0,58.0,49.0,7.0
powiat sokołowski,2012.0,52.0,48.0,12.0
powiat sokołowski,2013.0,36.0,39.0,13.0
powiat sokołowski,2014.0,40.0,38.0,9.0
powiat sokołowski,2015.0,47.0,42.0,5.0
powiat sokołowski,2016.0,50.0,46.0,7.0
powiat sokołowski,2017.0,40.0,37.0,6.0
powiat sokołowski,2018.0,58.0,46.0,2.0
powiat sokołowski,2019.0,46.0,43.0,8.0
powiat sokołowski,2020.0,39.0,35.0,6.0
powiat sokołowski,2021.0,37.0,38.0,9.0
powiat sokołowski,2022.0,34.0,28.0,2.0
powiat grójecki,2011.0,172.0,132.0,32.0
powiat grójecki,2012.0,139.0,122.0,18.0
powiat grójecki,2013.0,153.0,129.0,19.0
powiat grójecki,2014.0,161.0,119.0,13.0
powiat grójecki,2015.0,161.0,118.0,23.0
powiat grójecki,2016.0,191.0,140.0,25.0
powiat grójecki,2017.0,142.0,110.0,12.0
powiat grójecki,2018.0,152.0,128.0,14.0
powiat grójecki,2019.0,163.0,132.0,11.0
powiat grójecki,2020.0,114.0,105.0,19.0
powiat grójecki,2021.0,124.0,97.0,7.0
powiat grójecki,2022.0,142.0,95.0,8.0
powiat lubartowski,2011.0,81.0,71.0,15.0
powiat lubartowski,2012.0,73.0,65.0,12.0
powiat lubartowski,2013.0,82.0,64.0,8.0
powiat lubartowski,2014.0,56.0,46.0,10.0
powiat lubartowski,2015.0,46.0,46.0,12.0
powiat lubartowski,2016.0,52.0,41.0,6.0
powiat lubartowski,2017.0,54.0,42.0,5.0
powiat lubartowski,2018.0,43.0,40.0,8.0
powiat lubartowski,2019.0,36.0,33.0,6.0
powiat lubartowski,2020.0,47.0,41.0,11.0
powiat lubartowski,2021.0,34.0,38.0,15.0
powiat lubartowski,2022.0,27.0,23.0,4.0
powiat puławski,2011.0,125.0,97.0,22.0
powiat puławski,2012.0,116.0,90.0,9.0
powiat puławski,2013.0,108.0,83.0,21.0
powiat puławski,2014.0,137.0,94.0,9.0
powiat puławski,2015.0,90.0,77.0,8.0
powiat puławski,2016.0,108.0,82.0,11.0
powiat puławski,2017.0,84.0,71.0,7.0
powiat puławski,2018.0,81.0,76.0,10.0
powiat puławski,2019.0,71.0,61.0,4.0
powiat puławski,2020.0,39.0,43.0,9.0
powiat puławski,2021.0,45.0,46.0,7.0
powiat puławski,2022.0,43.0,42.0,6.0
powiat radzyński,2011.0,87.0,63.0,11.0
powiat radzyński,2012.0,87.0,61.0,9.0
powiat radzyński,2013.0,83.0,60.0,9.0
powiat radzyński,2014.0,63.0,59.0,10.0
powiat radzyński,2015.0,64.0,54.0,9.0
powiat radzyński,2016.0,53.0,41.0,5.0
powiat radzyński,2017.0,54.0,45.0,6.0
powiat radzyński,2018.0,47.0,49.0,13.0
powiat radzyński,2019.0,28.0,28.0,10.0
powiat radzyński,2020.0,29.0,29.0,6.0
powiat radzyński,2021.0,29.0,26.0,8.0
powiat radzyński,2022.0,21.0,23.0,7.0
powiat Biała Podlaska,2011.0,47.0,39.0,1.0
powiat Biała Podlaska,2012.0,38.0,36.0,1.0
powiat Biała Podlaska,2013.0,35.0,30.0,1.0
powiat Biała Podlaska,2014.0,22.0,21.0,2.0
powiat Biała Podlaska,2015.0,17.0,16.0,1.0
powiat Biała Podlaska,2016.0,27.0,25.0,2.0
powiat Biała Podlaska,2017.0,30.0,29.0,0.0
powiat Biała Podlaska,2018.0,30.0,30.0,0.0
powiat Biała Podlaska,2019.0,32.0,32.0,1.0
powiat Biała Podlaska,2020.0,28.0,27.0,0.0
powiat Biała Podlaska,2021.0,23.0,22.0,1.0
powiat Biała Podlaska,2022.0,31.0,27.0,1.0
powiat Nowy Sącz,2011.0,221.0,161.0,3.0
powiat Nowy Sącz,2012.0,197.0,157.0,1.0
powiat Nowy Sącz,2013.0,191.0,160.0,6.0
powiat Nowy Sącz,2014.0,193.0,155.0,6.0
powiat Nowy Sącz,2015.0,215.0,183.0,2.0
powiat Nowy Sącz,2016.0,271.0,208.0,2.0
powiat Nowy Sącz,2017.0,257.0,201.0,3.0
powiat Nowy Sącz,2018.0,222.0,186.0,3.0
powiat Nowy Sącz,2019.0,219.0,170.0,2.0
powiat Nowy Sącz,2020.0,120.0,113.0,4.0
powiat Nowy Sącz,2021.0,118.0,97.0,1.0
powiat Nowy Sącz,2022.0,132.0,108.0,1.0
powiat Gorzów Wielkopolski,2011.0,132.0,101.0,3.0
powiat Gorzów Wielkopolski,2012.0,129.0,102.0,5.0
powiat Gorzów Wielkopolski,2013.0,128.0,90.0,8.0
powiat Gorzów Wielkopolski,2014.0,82.0,66.0,4.0
powiat Gorzów Wielkopolski,2015.0,59.0,51.0,4.0
powiat Gorzów Wielkopolski,2016.0,87.0,63.0,8.0
powiat Gorzów Wielkopolski,2017.0,65.0,56.0,3.0
powiat Gorzów Wielkopolski,2018.0,51.0,47.0,1.0
powiat Gorzów Wielkopolski,2019.0,40.0,39.0,4.0
powiat Gorzów Wielkopolski,2020.0,38.0,41.0,5.0
powiat Gorzów Wielkopolski,2021.0,42.0,41.0,2.0
powiat Gorzów Wielkopolski,2022.0,36.0,36.0,3.0
powiat pilski,2011.0,156.0,122.0,24.0
powiat pilski,2012.0,188.0,128.0,6.0
powiat pilski,2013.0,168.0,116.0,14.0
powiat pilski,2014.0,132.0,108.0,14.0
powiat pilski,2015.0,95.0,75.0,8.0
powiat pilski,2016.0,120.0,84.0,19.0
powiat pilski,2017.0,66.0,56.0,12.0
powiat pilski,2018.0,56.0,50.0,12.0
powiat pilski,2019.0,50.0,42.0,9.0
powiat pilski,2020.0,34.0,34.0,5.0
powiat pilski,2021.0,39.0,34.0,9.0
powiat pilski,2022.0,36.0,38.0,8.0
powiat wysokomazowiecki,2011.0,65.0,44.0,8.0
powiat wysokomazowiecki,2012.0,57.0,41.0,5.0
powiat wysokomazowiecki,2013.0,46.0,44.0,7.0
powiat wysokomazowiecki,2014.0,44.0,33.0,8.0
powiat wysokomazowiecki,2015.0,46.0,33.0,9.0
powiat wysokomazowiecki,2016.0,44.0,50.0,14.0
powiat wysokomazowiecki,2017.0,36.0,39.0,10.0
powiat wysokomazowiecki,2018.0,33.0,33.0,8.0
powiat wysokomazowiecki,2019.0,31.0,30.0,8.0
powiat wysokomazowiecki,2020.0,28.0,29.0,7.0
powiat wysokomazowiecki,2021.0,29.0,27.0,7.0
powiat wysokomazowiecki,2022.0,21.0,15.0,1.0
powiat buski,2011.0,76.0,59.0,16.0
powiat buski,2012.0,79.0,58.0,13.0
powiat buski,2013.0,60.0,52.0,8.0
powiat buski,2014.0,62.0,41.0,10.0
powiat buski,2015.0,45.0,38.0,8.0
powiat buski,2016.0,41.0,29.0,7.0
powiat buski,2017.0,53.0,42.0,7.0
powiat buski,2018.0,30.0,33.0,8.0
powiat buski,2019.0,6.0,14.0,8.0
powiat buski,2020.0,40.0,35.0,7.0
powiat buski,2021.0,35.0,27.0,6.0
powiat buski,2022.0,17.0,14.0,2.0
powiat śremski,2011.0,22.0,22.0,4.0
powiat śremski,2012.0,19.0,21.0,6.0
powiat śremski,2013.0,32.0,32.0,2.0
powiat śremski,2014.0,31.0,29.0,5.0
powiat śremski,2015.0,40.0,33.0,4.0
powiat śremski,2016.0,30.0,32.0,5.0
powiat śremski,2017.0,34.0,37.0,6.0
powiat śremski,2018.0,51.0,42.0,3.0
powiat śremski,2019.0,46.0,43.0,4.0
powiat śremski,2020.0,38.0,34.0,3.0
powiat śremski,2021.0,23.0,19.0,3.0
powiat śremski,2022.0,17.0,14.0,2.0
powiat kępiński,2011.0,49.0,40.0,12.0
powiat kępiński,2012.0,40.0,33.0,7.0
powiat kępiński,2013.0,18.0,21.0,7.0
powiat kępiński,2014.0,18.0,17.0,4.0
powiat kępiński,2015.0,17.0,19.0,5.0
powiat kępiński,2016.0,21.0,21.0,4.0
powiat kępiński,2017.0,22.0,23.0,4.0
powiat kępiński,2018.0,22.0,24.0,6.0
powiat kępiński,2019.0,22.0,27.0,14.0
powiat kępiński,2020.0,29.0,29.0,4.0
powiat kępiński,2021.0,33.0,26.0,6.0
powiat kępiński,2022.0,28.0,28.0,7.0
powiat turecki,2011.0,74.0,69.0,13.0
powiat turecki,2012.0,61.0,53.0,15.0
powiat turecki,2013.0,49.0,49.0,7.0
powiat turecki,2014.0,47.0,43.0,6.0
powiat turecki,2015.0,37.0,36.0,6.0
powiat turecki,2016.0,26.0,35.0,13.0
powiat turecki,2017.0,36.0,34.0,11.0
powiat turecki,2018.0,18.0,20.0,11.0
powiat turecki,2019.0,55.0,59.0,12.0
powiat turecki,2020.0,63.0,62.0,13.0
powiat turecki,2021.0,51.0,40.0,6.0
powiat turecki,2022.0,32.0,28.0,4.0
powiat opatowski,2011.0,75.0,59.0,13.0
powiat opatowski,2012.0,98.0,71.0,12.0
powiat opatowski,2013.0,74.0,71.0,18.0
powiat opatowski,2014.0,42.0,44.0,11.0
powiat opatowski,2015.0,60.0,48.0,8.0
powiat opatowski,2016.0,42.0,39.0,12.0
powiat opatowski,2017.0,53.0,45.0,6.0
powiat opatowski,2018.0,81.0,65.0,10.0
powiat opatowski,2019.0,52.0,52.0,16.0
powiat opatowski,2020.0,53.0,42.0,6.0
powiat opatowski,2021.0,34.0,31.0,8.0
powiat opatowski,2022.0,23.0,31.0,9.0
powiat Słupsk,2011.0,123.0,112.0,4.0
powiat Słupsk,2012.0,115.0,103.0,1.0
powiat Słupsk,2013.0,140.0,120.0,5.0
powiat Słupsk,2014.0,140.0,123.0,1.0
powiat Słupsk,2015.0,143.0,124.0,3.0
powiat Słupsk,2016.0,127.0,114.0,5.0
powiat Słupsk,2017.0,93.0,75.0,1.0
powiat Słupsk,2018.0,94.0,90.0,6.0
powiat Słupsk,2019.0,56.0,55.0,2.0
powiat Słupsk,2020.0,58.0,57.0,2.0
powiat Słupsk,2021.0,72.0,70.0,3.0
powiat Słupsk,2022.0,88.0,78.0,2.0
powiat pińczowski,2011.0,54.0,50.0,8.0
powiat pińczowski,2012.0,38.0,35.0,5.0
powiat pińczowski,2013.0,35.0,32.0,3.0
powiat pińczowski,2014.0,42.0,39.0,5.0
powiat pińczowski,2015.0,39.0,31.0,2.0
powiat pińczowski,2016.0,40.0,35.0,1.0
powiat pińczowski,2017.0,35.0,34.0,11.0
powiat pińczowski,2018.0,37.0,33.0,5.0
powiat pińczowski,2019.0,38.0,35.0,5.0
powiat pińczowski,2020.0,27.0,24.0,0.0
powiat pińczowski,2021.0,28.0,25.0,2.0
powiat pińczowski,2022.0,24.0,19.0,1.0
powiat koszaliński,2011.0,54.0,44.0,8.0
powiat koszaliński,2012.0,53.0,41.0,10.0
powiat koszaliński,2013.0,77.0,49.0,13.0
powiat koszaliński,2014.0,59.0,46.0,9.0
powiat koszaliński,2015.0,35.0,30.0,10.0
powiat koszaliński,2016.0,62.0,42.0,6.0
powiat koszaliński,2017.0,42.0,30.0,9.0
powiat koszaliński,2018.0,32.0,28.0,6.0
powiat koszaliński,2019.0,29.0,26.0,8.0
powiat koszaliński,2020.0,29.0,28.0,12.0
powiat koszaliński,2021.0,27.0,23.0,5.0
powiat koszaliński,2022.0,26.0,24.0,6.0
powiat będziński,2011.0,115.0,100.0,12.0
powiat będziński,2012.0,108.0,103.0,22.0
powiat będziński,2013.0,146.0,119.0,19.0
powiat będziński,2014.0,109.0,90.0,13.0
powiat będziński,2015.0,158.0,124.0,13.0
powiat będziński,2016.0,115.0,99.0,25.0
powiat będziński,2017.0,87.0,62.0,9.0
powiat będziński,2018.0,89.0,87.0,17.0
powiat będziński,2019.0,123.0,88.0,11.0
powiat będziński,2020.0,119.0,90.0,16.0
powiat będziński,2021.0,94.0,71.0,10.0
powiat będziński,2022.0,47.0,42.0,5.0
powiat węgorzewski,2011.0,31.0,27.0,4.0
powiat węgorzewski,2012.0,37.0,30.0,2.0
powiat węgorzewski,2013.0,44.0,34.0,3.0
powiat węgorzewski,2014.0,34.0,30.0,2.0
powiat węgorzewski,2015.0,34.0,28.0,4.0
powiat węgorzewski,2016.0,32.0,26.0,1.0
powiat węgorzewski,2017.0,19.0,18.0,1.0
powiat węgorzewski,2018.0,27.0,19.0,2.0
powiat węgorzewski,2019.0,21.0,20.0,1.0
powiat węgorzewski,2020.0,25.0,18.0,2.0
powiat węgorzewski,2021.0,18.0,14.0,2.0
powiat węgorzewski,2022.0,13.0,11.0,2.0
powiat bieruńsko-lędziński,2011.0,123.0,90.0,3.0
powiat bieruńsko-lędziński,2012.0,82.0,66.0,6.0
powiat bieruńsko-lędziński,2013.0,87.0,74.0,2.0
powiat bieruńsko-lędziński,2014.0,76.0,60.0,3.0
powiat bieruńsko-lędziński,2015.0,58.0,51.0,6.0
powiat bieruńsko-lędziński,2016.0,52.0,36.0,3.0
powiat bieruńsko-lędziński,2017.0,60.0,47.0,10.0
powiat bieruńsko-lędziński,2018.0,40.0,38.0,6.0
powiat bieruńsko-lędziński,2019.0,30.0,30.0,6.0
powiat bieruńsko-lędziński,2020.0,46.0,42.0,6.0
powiat bieruńsko-lędziński,2021.0,39.0,31.0,3.0
powiat bieruńsko-lędziński,2022.0,34.0,30.0,3.0
powiat policki,2011.0,42.0,37.0,5.0
powiat policki,2012.0,20.0,23.0,8.0
powiat policki,2013.0,34.0,31.0,3.0
powiat policki,2014.0,42.0,36.0,4.0
powiat policki,2015.0,35.0,28.0,1.0
powiat policki,2016.0,28.0,24.0,3.0
powiat policki,2017.0,20.0,21.0,2.0
powiat policki,2018.0,30.0,27.0,2.0
powiat policki,2019.0,27.0,26.0,3.0
powiat policki,2020.0,31.0,35.0,6.0
powiat policki,2021.0,36.0,30.0,2.0
powiat policki,2022.0,39.0,32.0,2.0
powiat polkowicki,2011.0,58.0,45.0,10.0
powiat polkowicki,2012.0,42.0,38.0,9.0
powiat polkowicki,2013.0,26.0,24.0,5.0
powiat polkowicki,2014.0,35.0,29.0,12.0
powiat polkowicki,2015.0,29.0,31.0,6.0
powiat polkowicki,2016.0,66.0,49.0,3.0
powiat polkowicki,2017.0,62.0,48.0,1.0
powiat polkowicki,2018.0,56.0,33.0,6.0
powiat polkowicki,2019.0,41.0,35.0,6.0
powiat polkowicki,2020.0,39.0,32.0,8.0
powiat polkowicki,2021.0,27.0,24.0,8.0
powiat polkowicki,2022.0,22.0,20.0,1.0
powiat Jastrzębie-Zdrój,2011.0,114.0,102.0,4.0
powiat Jastrzębie-Zdrój,2012.0,124.0,99.0,1.0
