Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat szamotulski,2014.0,49.0,44.0,8.0
powiat szamotulski,2015.0,29.0,28.0,6.0
powiat szamotulski,2016.0,30.0,30.0,7.0
powiat szamotulski,2017.0,56.0,49.0,20.0
powiat szamotulski,2018.0,50.0,51.0,12.0
powiat szamotulski,2019.0,71.0,57.0,8.0
powiat szamotulski,2020.0,58.0,53.0,10.0
powiat szamotulski,2021.0,45.0,43.0,10.0
powiat szamotulski,2022.0,39.0,42.0,14.0
powiat Kielce,2011.0,405.0,330.0,11.0
powiat Kielce,2012.0,345.0,286.0,4.0
powiat Kielce,2013.0,417.0,341.0,14.0
powiat Kielce,2014.0,352.0,285.0,3.0
powiat Kielce,2015.0,351.0,295.0,10.0
powiat Kielce,2016.0,338.0,282.0,6.0
powiat Kielce,2017.0,318.0,256.0,5.0
powiat Kielce,2018.0,307.0,256.0,3.0
powiat Kielce,2019.0,249.0,212.0,3.0
powiat Kielce,2020.0,134.0,128.0,6.0
powiat Kielce,2021.0,137.0,130.0,10.0
powiat Kielce,2022.0,178.0,150.0,2.0
powiat staszowski,2011.0,77.0,66.0,8.0
powiat staszowski,2012.0,67.0,57.0,6.0
powiat staszowski,2013.0,44.0,41.0,6.0
powiat staszowski,2014.0,54.0,53.0,9.0
powiat staszowski,2015.0,57.0,56.0,7.0
powiat staszowski,2016.0,61.0,62.0,7.0
powiat staszowski,2017.0,47.0,44.0,5.0
powiat staszowski,2018.0,47.0,45.0,3.0
powiat staszowski,2019.0,44.0,45.0,10.0
powiat staszowski,2020.0,51.0,44.0,2.0
powiat staszowski,2021.0,54.0,43.0,8.0
powiat staszowski,2022.0,21.0,23.0,10.0
powiat ełcki,2011.0,122.0,101.0,8.0
powiat ełcki,2012.0,100.0,79.0,5.0
powiat ełcki,2013.0,153.0,110.0,9.0
powiat ełcki,2014.0,128.0,103.0,5.0
powiat ełcki,2015.0,102.0,87.0,5.0
powiat ełcki,2016.0,116.0,95.0,6.0
powiat ełcki,2017.0,128.0,100.0,2.0
powiat ełcki,2018.0,90.0,81.0,5.0
powiat ełcki,2019.0,99.0,74.0,6.0
powiat ełcki,2020.0,74.0,65.0,6.0
powiat ełcki,2021.0,59.0,52.0,5.0
powiat ełcki,2022.0,66.0,61.0,3.0
powiat dzierżoniowski,2011.0,75.0,68.0,20.0
powiat dzierżoniowski,2012.0,71.0,57.0,8.0
powiat dzierżoniowski,2013.0,66.0,64.0,5.0
powiat dzierżoniowski,2014.0,66.0,54.0,7.0
powiat dzierżoniowski,2015.0,54.0,53.0,7.0
powiat dzierżoniowski,2016.0,58.0,56.0,9.0
powiat dzierżoniowski,2017.0,36.0,38.0,10.0
powiat dzierżoniowski,2018.0,45.0,47.0,7.0
powiat dzierżoniowski,2019.0,50.0,50.0,7.0
powiat dzierżoniowski,2020.0,33.0,34.0,7.0
powiat dzierżoniowski,2021.0,36.0,39.0,10.0
powiat dzierżoniowski,2022.0,42.0,40.0,7.0
powiat tczewski,2011.0,209.0,159.0,11.0
powiat tczewski,2012.0,208.0,155.0,5.0
powiat tczewski,2013.0,181.0,129.0,5.0
powiat tczewski,2014.0,214.0,162.0,8.0
powiat tczewski,2015.0,196.0,164.0,8.0
powiat tczewski,2016.0,215.0,166.0,4.0
powiat tczewski,2017.0,207.0,168.0,9.0
powiat tczewski,2018.0,187.0,145.0,9.0
powiat tczewski,2019.0,209.0,165.0,9.0
powiat tczewski,2020.0,133.0,89.0,10.0
powiat tczewski,2021.0,121.0,98.0,12.0
powiat tczewski,2022.0,127.0,91.0,3.0
powiat kołobrzeski,2011.0,138.0,101.0,16.0
powiat kołobrzeski,2012.0,127.0,98.0,7.0
powiat kołobrzeski,2013.0,138.0,112.0,3.0
powiat kołobrzeski,2014.0,161.0,119.0,9.0
powiat kołobrzeski,2015.0,123.0,108.0,5.0
powiat kołobrzeski,2016.0,137.0,122.0,9.0
powiat kołobrzeski,2017.0,114.0,98.0,16.0
powiat kołobrzeski,2018.0,84.0,77.0,13.0
powiat kołobrzeski,2019.0,66.0,63.0,9.0
powiat kołobrzeski,2020.0,55.0,51.0,4.0
powiat kołobrzeski,2021.0,43.0,45.0,5.0
powiat kołobrzeski,2022.0,44.0,46.0,6.0
powiat Koszalin,2011.0,51.0,47.0,3.0
powiat Koszalin,2012.0,53.0,54.0,7.0
powiat Koszalin,2013.0,43.0,33.0,1.0
powiat Koszalin,2014.0,41.0,37.0,4.0
powiat Koszalin,2015.0,34.0,35.0,3.0
powiat Koszalin,2016.0,37.0,33.0,1.0
powiat Koszalin,2017.0,27.0,30.0,3.0
powiat Koszalin,2018.0,27.0,25.0,1.0
powiat Koszalin,2019.0,39.0,38.0,3.0
powiat Koszalin,2020.0,26.0,25.0,1.0
powiat Koszalin,2021.0,22.0,23.0,5.0
powiat Koszalin,2022.0,23.0,23.0,2.0
powiat kłobucki,2011.0,101.0,79.0,12.0
powiat kłobucki,2012.0,75.0,66.0,11.0
powiat kłobucki,2013.0,54.0,50.0,10.0
powiat kłobucki,2014.0,46.0,45.0,12.0
powiat kłobucki,2015.0,65.0,50.0,7.0
powiat kłobucki,2016.0,62.0,53.0,10.0
powiat kłobucki,2017.0,52.0,44.0,10.0
powiat kłobucki,2018.0,55.0,47.0,7.0
powiat kłobucki,2019.0,33.0,34.0,10.0
powiat kłobucki,2020.0,60.0,50.0,6.0
powiat kłobucki,2021.0,43.0,40.0,5.0
powiat kłobucki,2022.0,48.0,42.0,5.0
powiat gliwicki,2011.0,164.0,130.0,13.0
powiat gliwicki,2012.0,167.0,129.0,14.0
powiat gliwicki,2013.0,142.0,114.0,8.0
powiat gliwicki,2014.0,96.0,76.0,8.0
powiat gliwicki,2015.0,86.0,81.0,12.0
powiat gliwicki,2016.0,105.0,81.0,8.0
powiat gliwicki,2017.0,93.0,82.0,12.0
powiat gliwicki,2018.0,60.0,63.0,12.0
powiat gliwicki,2019.0,74.0,67.0,7.0
powiat gliwicki,2020.0,57.0,55.0,6.0
powiat gliwicki,2021.0,48.0,45.0,7.0
powiat gliwicki,2022.0,37.0,31.0,6.0
powiat lubliniecki,2011.0,87.0,80.0,22.0
powiat lubliniecki,2012.0,90.0,74.0,6.0
powiat lubliniecki,2013.0,68.0,59.0,8.0
powiat lubliniecki,2014.0,66.0,56.0,9.0
powiat lubliniecki,2015.0,77.0,54.0,1.0
powiat lubliniecki,2016.0,47.0,42.0,14.0
powiat lubliniecki,2017.0,39.0,27.0,8.0
powiat lubliniecki,2018.0,47.0,37.0,3.0
powiat lubliniecki,2019.0,98.0,77.0,5.0
powiat lubliniecki,2020.0,51.0,51.0,9.0
powiat lubliniecki,2021.0,59.0,51.0,6.0
powiat lubliniecki,2022.0,41.0,37.0,10.0
powiat Bielsko-Biała,2011.0,153.0,126.0,10.0
powiat Bielsko-Biała,2012.0,118.0,101.0,8.0
powiat Bielsko-Biała,2013.0,125.0,101.0,7.0
powiat Bielsko-Biała,2014.0,195.0,139.0,5.0
powiat Bielsko-Biała,2015.0,157.0,138.0,8.0
powiat Bielsko-Biała,2016.0,100.0,93.0,5.0
powiat Bielsko-Biała,2017.0,119.0,102.0,8.0
powiat Bielsko-Biała,2018.0,96.0,88.0,5.0
powiat Bielsko-Biała,2019.0,72.0,62.0,2.0
powiat Bielsko-Biała,2020.0,53.0,49.0,3.0
powiat Bielsko-Biała,2021.0,46.0,40.0,3.0
powiat Bielsko-Biała,2022.0,27.0,29.0,2.0
powiat Legnica,2011.0,87.0,64.0,0.0
powiat Legnica,2012.0,119.0,87.0,2.0
powiat Legnica,2013.0,95.0,75.0,4.0
powiat Legnica,2014.0,72.0,59.0,2.0
powiat Legnica,2015.0,66.0,58.0,6.0
powiat Legnica,2016.0,52.0,43.0,0.0
powiat Legnica,2017.0,46.0,44.0,2.0
powiat Legnica,2018.0,42.0,39.0,0.0
powiat Legnica,2019.0,35.0,34.0,5.0
powiat Legnica,2020.0,38.0,35.0,2.0
powiat Legnica,2021.0,28.0,28.0,2.0
powiat Legnica,2022.0,39.0,38.0,2.0
powiat grudziądzki,2011.0,26.0,21.0,5.0
powiat grudziądzki,2012.0,33.0,33.0,6.0
powiat grudziądzki,2013.0,16.0,18.0,4.0
powiat grudziądzki,2014.0,28.0,28.0,5.0
powiat grudziądzki,2015.0,45.0,39.0,13.0
powiat grudziądzki,2016.0,30.0,29.0,11.0
powiat grudziądzki,2017.0,34.0,29.0,3.0
powiat grudziądzki,2018.0,31.0,26.0,5.0
powiat grudziądzki,2019.0,10.0,17.0,7.0
powiat grudziądzki,2020.0,14.0,13.0,0.0
powiat grudziądzki,2021.0,20.0,17.0,2.0
powiat grudziądzki,2022.0,12.0,12.0,1.0
powiat wołowski,2011.0,52.0,44.0,8.0
powiat wołowski,2012.0,56.0,42.0,4.0
powiat wołowski,2013.0,70.0,53.0,5.0
powiat wołowski,2014.0,45.0,35.0,7.0
powiat wołowski,2015.0,31.0,24.0,2.0
powiat wołowski,2016.0,22.0,20.0,3.0
powiat wołowski,2017.0,23.0,17.0,2.0
powiat wołowski,2018.0,29.0,24.0,5.0
powiat wołowski,2019.0,21.0,20.0,9.0
powiat wołowski,2020.0,12.0,12.0,2.0
powiat wołowski,2021.0,16.0,16.0,2.0
powiat wołowski,2022.0,19.0,15.0,1.0
powiat toruński,2011.0,88.0,90.0,27.0
powiat toruński,2012.0,96.0,91.0,30.0
powiat toruński,2013.0,47.0,46.0,10.0
powiat toruński,2014.0,36.0,39.0,17.0
powiat toruński,2015.0,55.0,52.0,14.0
powiat toruński,2016.0,35.0,36.0,12.0
powiat toruński,2017.0,52.0,49.0,15.0
powiat toruński,2018.0,32.0,34.0,12.0
powiat toruński,2019.0,45.0,45.0,18.0
powiat toruński,2020.0,36.0,40.0,15.0
powiat toruński,2021.0,35.0,34.0,16.0
powiat toruński,2022.0,28.0,28.0,9.0
powiat chełmiński,2011.0,40.0,34.0,7.0
powiat chełmiński,2012.0,38.0,35.0,6.0
powiat chełmiński,2013.0,48.0,36.0,2.0
powiat chełmiński,2014.0,29.0,30.0,13.0
powiat chełmiński,2015.0,25.0,24.0,6.0
powiat chełmiński,2016.0,23.0,23.0,6.0
powiat chełmiński,2017.0,26.0,21.0,3.0
powiat chełmiński,2018.0,18.0,19.0,7.0
powiat chełmiński,2019.0,8.0,8.0,7.0
powiat chełmiński,2020.0,5.0,5.0,3.0
powiat chełmiński,2021.0,5.0,7.0,3.0
powiat chełmiński,2022.0,7.0,6.0,3.0
powiat wodzisławski,2011.0,168.0,145.0,8.0
powiat wodzisławski,2012.0,137.0,122.0,6.0
powiat wodzisławski,2013.0,149.0,126.0,12.0
powiat wodzisławski,2014.0,133.0,120.0,7.0
powiat wodzisławski,2015.0,114.0,102.0,4.0
powiat wodzisławski,2016.0,122.0,97.0,5.0
powiat wodzisławski,2017.0,73.0,67.0,4.0
powiat wodzisławski,2018.0,66.0,64.0,6.0
powiat wodzisławski,2019.0,52.0,46.0,3.0
powiat wodzisławski,2020.0,54.0,49.0,8.0
powiat wodzisławski,2021.0,56.0,51.0,3.0
powiat wodzisławski,2022.0,50.0,42.0,4.0
powiat leski,2011.0,29.0,23.0,1.0
powiat leski,2012.0,16.0,12.0,0.0
powiat leski,2013.0,26.0,21.0,1.0
powiat leski,2014.0,12.0,10.0,1.0
powiat leski,2015.0,19.0,17.0,2.0
powiat leski,2016.0,13.0,15.0,6.0
powiat leski,2017.0,18.0,15.0,1.0
powiat leski,2018.0,13.0,13.0,0.0
powiat leski,2019.0,15.0,16.0,4.0
powiat leski,2020.0,8.0,9.0,1.0
powiat leski,2021.0,8.0,10.0,2.0
powiat leski,2022.0,19.0,13.0,1.0
powiat bieszczadzki,2011.0,28.0,19.0,1.0
powiat bieszczadzki,2012.0,22.0,18.0,4.0
powiat bieszczadzki,2013.0,17.0,16.0,1.0
powiat bieszczadzki,2014.0,8.0,8.0,1.0
powiat bieszczadzki,2015.0,14.0,10.0,0.0
powiat bieszczadzki,2016.0,19.0,13.0,0.0
powiat bieszczadzki,2017.0,13.0,11.0,1.0
powiat bieszczadzki,2018.0,15.0,14.0,1.0
powiat bieszczadzki,2019.0,15.0,11.0,1.0
powiat bieszczadzki,2020.0,3.0,6.0,3.0
powiat bieszczadzki,2021.0,10.0,8.0,0.0
powiat bieszczadzki,2022.0,12.0,10.0,1.0
powiat prudnicki,2011.0,36.0,34.0,4.0
powiat prudnicki,2012.0,30.0,28.0,5.0
powiat prudnicki,2013.0,29.0,26.0,2.0
powiat prudnicki,2014.0,23.0,24.0,2.0
powiat prudnicki,2015.0,20.0,22.0,6.0
powiat prudnicki,2016.0,15.0,20.0,9.0
powiat prudnicki,2017.0,25.0,30.0,6.0
powiat prudnicki,2018.0,37.0,32.0,3.0
powiat prudnicki,2019.0,30.0,29.0,5.0
powiat prudnicki,2020.0,22.0,24.0,5.0
powiat prudnicki,2021.0,31.0,28.0,6.0
powiat prudnicki,2022.0,27.0,27.0,6.0
powiat ząbkowicki,2011.0,77.0,59.0,9.0
powiat ząbkowicki,2012.0,114.0,97.0,18.0
powiat ząbkowicki,2013.0,95.0,79.0,7.0
powiat ząbkowicki,2014.0,99.0,73.0,6.0
powiat ząbkowicki,2015.0,114.0,80.0,2.0
powiat ząbkowicki,2016.0,105.0,80.0,6.0
powiat ząbkowicki,2017.0,107.0,78.0,6.0
powiat ząbkowicki,2018.0,107.0,79.0,4.0
powiat ząbkowicki,2019.0,109.0,81.0,5.0
powiat ząbkowicki,2020.0,83.0,56.0,4.0
powiat ząbkowicki,2021.0,61.0,41.0,6.0
powiat ząbkowicki,2022.0,68.0,42.0,6.0
powiat makowski,2011.0,70.0,62.0,12.0
powiat makowski,2012.0,48.0,45.0,8.0
powiat makowski,2013.0,39.0,37.0,12.0
powiat makowski,2014.0,49.0,38.0,7.0
powiat makowski,2015.0,46.0,45.0,9.0
powiat makowski,2016.0,68.0,54.0,11.0
powiat makowski,2017.0,59.0,53.0,8.0
powiat makowski,2018.0,53.0,42.0,9.0
powiat makowski,2019.0,47.0,46.0,12.0
powiat makowski,2020.0,46.0,40.0,5.0
powiat makowski,2021.0,45.0,37.0,7.0
powiat makowski,2022.0,45.0,37.0,7.0
powiat pszczyński,2011.0,182.0,151.0,11.0
powiat pszczyński,2012.0,165.0,130.0,5.0
powiat pszczyński,2013.0,145.0,120.0,10.0
powiat pszczyński,2014.0,164.0,134.0,12.0
powiat pszczyński,2015.0,93.0,85.0,15.0
powiat pszczyński,2016.0,62.0,66.0,10.0
powiat pszczyński,2017.0,91.0,71.0,11.0
powiat pszczyński,2018.0,61.0,59.0,11.0
powiat pszczyński,2019.0,64.0,59.0,8.0
powiat pszczyński,2020.0,28.0,32.0,5.0
powiat pszczyński,2021.0,50.0,44.0,9.0
powiat pszczyński,2022.0,52.0,47.0,6.0
powiat gołdapski,2011.0,28.0,22.0,3.0
powiat gołdapski,2012.0,37.0,24.0,4.0
powiat gołdapski,2013.0,49.0,39.0,2.0
powiat gołdapski,2014.0,45.0,37.0,4.0
powiat gołdapski,2015.0,48.0,38.0,0.0
powiat gołdapski,2016.0,25.0,20.0,1.0
powiat gołdapski,2017.0,25.0,22.0,2.0
powiat gołdapski,2018.0,31.0,25.0,3.0
powiat gołdapski,2019.0,36.0,29.0,5.0
powiat gołdapski,2020.0,26.0,22.0,3.0
powiat gołdapski,2021.0,23.0,15.0,1.0
powiat gołdapski,2022.0,11.0,12.0,1.0
powiat Sopot,2011.0,57.0,53.0,1.0
powiat Sopot,2012.0,46.0,41.0,3.0
powiat Sopot,2013.0,30.0,26.0,3.0
powiat Sopot,2014.0,69.0,41.0,2.0
powiat Sopot,2015.0,36.0,29.0,0.0
powiat Sopot,2016.0,45.0,41.0,3.0
powiat Sopot,2017.0,33.0,32.0,0.0
powiat Sopot,2018.0,41.0,29.0,0.0
powiat Sopot,2019.0,37.0,32.0,2.0
powiat Sopot,2020.0,32.0,23.0,1.0
powiat Sopot,2021.0,20.0,19.0,1.0
powiat Sopot,2022.0,12.0,9.0,0.0
powiat rzeszowski,2011.0,369.0,290.0,21.0
powiat rzeszowski,2012.0,308.0,232.0,26.0
powiat rzeszowski,2013.0,284.0,225.0,18.0
powiat rzeszowski,2014.0,303.0,235.0,15.0
powiat rzeszowski,2015.0,348.0,250.0,7.0
powiat rzeszowski,2016.0,318.0,241.0,18.0
powiat rzeszowski,2017.0,380.0,299.0,8.0
powiat rzeszowski,2018.0,215.0,175.0,9.0
powiat rzeszowski,2019.0,212.0,173.0,23.0
powiat rzeszowski,2020.0,187.0,178.0,17.0
powiat rzeszowski,2021.0,234.0,191.0,5.0
powiat rzeszowski,2022.0,194.0,156.0,15.0
powiat jeleniogórski,,,,
powiat opoczyński,2011.0,103.0,93.0,11.0
powiat opoczyński,2012.0,117.0,88.0,7.0
powiat opoczyński,2013.0,113.0,89.0,11.0
powiat opoczyński,2014.0,83.0,73.0,6.0
powiat opoczyński,2015.0,105.0,74.0,5.0
powiat opoczyński,2016.0,100.0,79.0,8.0
powiat opoczyński,2017.0,101.0,74.0,11.0
powiat opoczyński,2018.0,113.0,86.0,12.0
powiat opoczyński,2019.0,99.0,81.0,11.0
powiat opoczyński,2020.0,77.0,68.0,8.0
powiat opoczyński,2021.0,59.0,51.0,7.0
powiat opoczyński,2022.0,52.0,44.0,4.0
powiat człuchowski,2011.0,75.0,51.0,4.0
powiat człuchowski,2012.0,74.0,46.0,15.0
powiat człuchowski,2013.0,84.0,47.0,11.0
powiat człuchowski,2014.0,83.0,61.0,4.0
powiat człuchowski,2015.0,94.0,77.0,14.0
powiat człuchowski,2016.0,96.0,84.0,8.0
powiat człuchowski,2017.0,144.0,103.0,3.0
powiat człuchowski,2018.0,135.0,100.0,12.0
powiat człuchowski,2019.0,123.0,95.0,10.0
powiat człuchowski,2020.0,60.0,51.0,6.0
powiat człuchowski,2021.0,66.0,51.0,3.0
powiat człuchowski,2022.0,89.0,59.0,8.0
powiat Kalisz,2011.0,60.0,53.0,3.0
powiat Kalisz,2012.0,67.0,59.0,4.0
powiat Kalisz,2013.0,54.0,48.0,4.0
powiat Kalisz,2014.0,62.0,58.0,3.0
powiat Kalisz,2015.0,56.0,48.0,2.0
powiat Kalisz,2016.0,52.0,50.0,2.0
powiat Kalisz,2017.0,48.0,50.0,5.0
powiat Kalisz,2018.0,95.0,88.0,5.0
powiat Kalisz,2019.0,171.0,147.0,5.0
powiat Kalisz,2020.0,75.0,69.0,3.0
powiat Kalisz,2021.0,58.0,51.0,4.0
powiat Kalisz,2022.0,43.0,41.0,3.0
powiat strzyżowski,2011.0,121.0,70.0,12.0
powiat strzyżowski,2012.0,102.0,68.0,10.0
powiat strzyżowski,2013.0,94.0,55.0,7.0
powiat strzyżowski,2014.0,57.0,38.0,10.0
powiat strzyżowski,2015.0,66.0,48.0,5.0
powiat strzyżowski,2016.0,44.0,32.0,7.0
powiat strzyżowski,2017.0,67.0,60.0,5.0
powiat strzyżowski,2018.0,105.0,79.0,7.0
powiat strzyżowski,2019.0,74.0,57.0,3.0
powiat strzyżowski,2020.0,60.0,52.0,2.0
powiat strzyżowski,2021.0,64.0,54.0,5.0
powiat strzyżowski,2022.0,39.0,37.0,6.0
powiat miński,2011.0,327.0,247.0,22.0
powiat miński,2012.0,270.0,194.0,23.0
powiat miński,2013.0,205.0,169.0,20.0
powiat miński,2014.0,194.0,162.0,18.0
powiat miński,2015.0,213.0,152.0,17.0
powiat miński,2016.0,187.0,139.0,17.0
powiat miński,2017.0,154.0,124.0,21.0
powiat miński,2018.0,167.0,119.0,9.0
powiat miński,2019.0,151.0,114.0,18.0
powiat miński,2020.0,129.0,104.0,14.0
powiat miński,2021.0,132.0,116.0,14.0
powiat miński,2022.0,97.0,79.0,13.0
powiat zwoleński,2011.0,55.0,52.0,5.0
powiat zwoleński,2012.0,42.0,33.0,7.0
powiat zwoleński,2013.0,46.0,38.0,7.0
powiat zwoleński,2014.0,39.0,32.0,4.0
powiat zwoleński,2015.0,44.0,35.0,3.0
powiat zwoleński,2016.0,65.0,48.0,6.0
powiat zwoleński,2017.0,60.0,40.0,4.0
powiat zwoleński,2018.0,61.0,47.0,7.0
powiat zwoleński,2019.0,48.0,35.0,3.0
powiat zwoleński,2020.0,32.0,30.0,3.0
powiat zwoleński,2021.0,55.0,35.0,2.0
powiat zwoleński,2022.0,48.0,40.0,3.0
powiat żuromiński,2011.0,30.0,27.0,3.0
powiat żuromiński,2012.0,16.0,20.0,5.0
powiat żuromiński,2013.0,31.0,29.0,3.0
powiat żuromiński,2014.0,23.0,24.0,3.0
powiat żuromiński,2015.0,26.0,23.0,2.0
powiat żuromiński,2016.0,25.0,28.0,3.0
powiat żuromiński,2017.0,28.0,26.0,2.0
powiat żuromiński,2018.0,25.0,23.0,3.0
powiat żuromiński,2019.0,22.0,23.0,4.0
powiat żuromiński,2020.0,17.0,16.0,3.0
powiat żuromiński,2021.0,14.0,14.0,0.0
powiat żuromiński,2022.0,16.0,16.0,0.0
powiat lubelski,2011.0,214.0,169.0,23.0
powiat lubelski,2012.0,151.0,134.0,22.0
powiat lubelski,2013.0,163.0,140.0,29.0
powiat lubelski,2014.0,151.0,129.0,21.0
powiat lubelski,2015.0,102.0,89.0,18.0
powiat lubelski,2016.0,136.0,109.0,22.0
powiat lubelski,2017.0,168.0,120.0,13.0
powiat lubelski,2018.0,118.0,111.0,18.0
powiat lubelski,2019.0,133.0,114.0,26.0
powiat lubelski,2020.0,94.0,80.0,13.0
powiat lubelski,2021.0,110.0,94.0,11.0
powiat lubelski,2022.0,78.0,73.0,7.0
powiat proszowicki,2011.0,77.0,68.0,8.0
powiat proszowicki,2012.0,91.0,62.0,7.0
powiat proszowicki,2013.0,60.0,50.0,6.0
powiat proszowicki,2014.0,77.0,57.0,5.0
powiat proszowicki,2015.0,86.0,60.0,3.0
powiat proszowicki,2016.0,79.0,61.0,3.0
powiat proszowicki,2017.0,91.0,66.0,1.0
powiat proszowicki,2018.0,96.0,72.0,7.0
powiat proszowicki,2019.0,61.0,53.0,11.0
powiat proszowicki,2020.0,38.0,33.0,3.0
powiat proszowicki,2021.0,24.0,19.0,2.0
powiat proszowicki,2022.0,27.0,20.0,4.0
powiat wielicki,2011.0,194.0,150.0,13.0
powiat wielicki,2012.0,148.0,126.0,10.0
powiat wielicki,2013.0,146.0,135.0,18.0
powiat wielicki,2014.0,144.0,132.0,18.0
powiat wielicki,2015.0,146.0,129.0,9.0
powiat wielicki,2016.0,136.0,132.0,10.0
powiat wielicki,2017.0,175.0,159.0,8.0
powiat wielicki,2018.0,166.0,154.0,10.0
powiat wielicki,2019.0,148.0,131.0,7.0
powiat wielicki,2020.0,141.0,116.0,8.0
powiat wielicki,2021.0,114.0,107.0,9.0
powiat wielicki,2022.0,90.0,77.0,3.0
powiat sieradzki,2011.0,96.0,81.0,14.0
powiat sieradzki,2012.0,105.0,85.0,15.0
powiat sieradzki,2013.0,104.0,86.0,17.0
powiat sieradzki,2014.0,115.0,94.0,19.0
powiat sieradzki,2015.0,94.0,79.0,11.0
powiat sieradzki,2016.0,74.0,70.0,7.0
powiat sieradzki,2017.0,81.0,68.0,14.0
powiat sieradzki,2018.0,69.0,65.0,11.0
powiat sieradzki,2019.0,59.0,63.0,14.0
powiat sieradzki,2020.0,44.0,53.0,14.0
powiat sieradzki,2021.0,55.0,50.0,13.0
powiat sieradzki,2022.0,55.0,48.0,8.0
powiat brzeziński,2011.0,57.0,47.0,4.0
powiat brzeziński,2012.0,69.0,50.0,7.0
powiat brzeziński,2013.0,66.0,54.0,6.0
powiat brzeziński,2014.0,55.0,49.0,5.0
powiat brzeziński,2015.0,59.0,59.0,8.0
powiat brzeziński,2016.0,70.0,55.0,7.0
powiat brzeziński,2017.0,68.0,41.0,5.0
powiat brzeziński,2018.0,58.0,45.0,3.0
powiat brzeziński,2019.0,40.0,33.0,6.0
powiat brzeziński,2020.0,36.0,32.0,2.0
powiat brzeziński,2021.0,31.0,27.0,2.0
powiat brzeziński,2022.0,36.0,25.0,2.0
powiat strzelecko-drezdenecki,2011.0,42.0,33.0,3.0
powiat strzelecko-drezdenecki,2012.0,57.0,44.0,6.0
powiat strzelecko-drezdenecki,2013.0,38.0,32.0,2.0
powiat strzelecko-drezdenecki,2014.0,33.0,31.0,4.0
powiat strzelecko-drezdenecki,2015.0,44.0,37.0,6.0
powiat strzelecko-drezdenecki,2016.0,52.0,43.0,3.0
powiat strzelecko-drezdenecki,2017.0,45.0,42.0,2.0
powiat strzelecko-drezdenecki,2018.0,47.0,41.0,6.0
powiat strzelecko-drezdenecki,2019.0,47.0,37.0,4.0
powiat strzelecko-drezdenecki,2020.0,40.0,39.0,9.0
powiat strzelecko-drezdenecki,2021.0,28.0,26.0,3.0
powiat strzelecko-drezdenecki,2022.0,40.0,36.0,1.0
powiat świebodziński,2011.0,80.0,59.0,21.0
powiat świebodziński,2012.0,81.0,57.0,7.0
powiat świebodziński,2013.0,65.0,50.0,6.0
powiat świebodziński,2014.0,60.0,39.0,6.0
powiat świebodziński,2015.0,45.0,30.0,2.0
powiat świebodziński,2016.0,66.0,52.0,13.0
powiat świebodziński,2017.0,81.0,65.0,11.0
powiat świebodziński,2018.0,63.0,51.0,6.0
powiat świebodziński,2019.0,81.0,69.0,10.0
powiat świebodziński,2020.0,71.0,59.0,3.0
powiat świebodziński,2021.0,59.0,56.0,6.0
powiat świebodziński,2022.0,50.0,43.0,7.0
powiat leżajski,2011.0,16.0,20.0,7.0
powiat leżajski,2012.0,18.0,18.0,5.0
powiat leżajski,2013.0,51.0,46.0,3.0
powiat leżajski,2014.0,34.0,29.0,6.0
powiat leżajski,2015.0,19.0,22.0,7.0
powiat leżajski,2016.0,13.0,15.0,4.0
powiat leżajski,2017.0,11.0,13.0,4.0
powiat leżajski,2018.0,15.0,17.0,6.0
powiat leżajski,2019.0,14.0,16.0,6.0
powiat leżajski,2020.0,9.0,13.0,6.0
powiat leżajski,2021.0,25.0,25.0,5.0
powiat leżajski,2022.0,25.0,18.0,1.0
powiat lubaczowski,2011.0,14.0,22.0,14.0
powiat lubaczowski,2012.0,13.0,12.0,2.0
powiat lubaczowski,2013.0,14.0,19.0,11.0
powiat lubaczowski,2014.0,15.0,10.0,3.0
powiat lubaczowski,2015.0,12.0,13.0,3.0
powiat lubaczowski,2016.0,16.0,18.0,3.0
powiat lubaczowski,2017.0,18.0,18.0,3.0
powiat lubaczowski,2018.0,20.0,15.0,3.0
powiat lubaczowski,2019.0,13.0,15.0,3.0
powiat lubaczowski,2020.0,9.0,9.0,2.0
powiat lubaczowski,2021.0,13.0,12.0,1.0
powiat lubaczowski,2022.0,4.0,4.0,0.0
powiat chodzieski,2011.0,50.0,43.0,10.0
powiat chodzieski,2012.0,46.0,36.0,3.0
powiat chodzieski,2013.0,34.0,36.0,9.0
powiat chodzieski,2014.0,34.0,30.0,5.0
powiat chodzieski,2015.0,32.0,30.0,2.0
powiat chodzieski,2016.0,33.0,29.0,0.0
powiat chodzieski,2017.0,38.0,33.0,6.0
powiat chodzieski,2018.0,33.0,31.0,4.0
powiat chodzieski,2019.0,37.0,34.0,6.0
powiat chodzieski,2020.0,31.0,28.0,5.0
powiat chodzieski,2021.0,27.0,24.0,5.0
powiat chodzieski,2022.0,20.0,20.0,3.0
powiat międzychodzki,2011.0,21.0,18.0,4.0
powiat międzychodzki,2012.0,34.0,29.0,8.0
powiat międzychodzki,2013.0,37.0,36.0,6.0
powiat międzychodzki,2014.0,24.0,20.0,2.0
powiat międzychodzki,2015.0,20.0,16.0,1.0
powiat międzychodzki,2016.0,10.0,15.0,5.0
powiat międzychodzki,2017.0,36.0,30.0,2.0
powiat międzychodzki,2018.0,26.0,27.0,5.0
